"CH4_mix"	"CH4_H2"	"CH4_ac"	"CH4_me"	"MOB_I"	"MOB_II"	"MOB_IIa"	"ANME"	"AOA"	"AOB"	"NOB"	"Anamx"	"SOxB"	"SRB_syn"	"SRB"	"FeOB"	"FeRB"	"Methanogen"	"Methanotroph"	"Methanogen_Troph"	"AOA_NOB"	"AOB_NOB"	"AO_NOB"
"China_Galinas_CordC_D1"	20.6732591393033	13.7821727595355	0	0	627.088860558866	11018.8471212487	96.4752093167488	0	337.663232608621	2963.16714330014	689.108637976777	6.89108637976777	9034.21424387554	3369.74123970644	229659.23577852	413.465182786066	165.386073114426	13.7821727595355	11742.4111911243	0.00117370892018779	0.490000000000001	4.3	4.79
"China_Galinas_CordC_D2"	32.7163573607714	32.7163573607715	8.17908934019286	16.3581786803857	1962.98144164628	10755.5024823536	57.25362538135	0	417.133556349837	7892.82121328611	597.073521834079	0	5316.40807112536	10215.6825859009	203004.997423587	1202.32613300836	466.208092390993	40.8954467009644	12775.7375493813	0.00320102432778489	0.698630136986303	13.2191780821918	13.9178082191781
"China_Galinas_PWA_D1"	7.5483661561455	22.6450984684365	0	0	369.86994165113	27430.7626114328	128.322224654474	0	1879.54317288023	4144.05301972388	1313.41571116932	0	16523.3735158025	286.83791393353	149729.391073302	1675.7372866643	332.128110870403	22.6450984684365	27928.9547777384	0.000810810810810809	1.43103448275862	3.1551724137931	4.58620689655172
"China_Galinas_PWA_D2"	8.3110320639617	0	0	0	99.7323847675404	24758.5645185419	0	0	1703.76157311215	10372.1680158242	373.996442878276	0	15101.1452602184	166.220641279234	138445.172121474	3116.63702398564	207.775801599042	0	24858.2969033095	0	4.55555555555557	27.7333333333333	32.2888888888889
"China_Galinas_PWB_D1"	5.9313036412273	17.7939109236819	0	0	492.298202221867	13986.013986014	112.694769183318	0	717.687740588504	5290.72284797475	1026.11552993232	0	34715.9202121034	545.679934992912	209980.011506729	4151.91254885912	1494.68851758928	17.7939109236819	14591.0069574192	0.00121951219512195	0.69942196531792	5.15606936416185	5.85549132947977
"China_Galinas_PWB_D2"	0	0	0	0	156.496155411115	50464.793581571	31.2992310822231	0	1210.2369351793	8711.61931788542	83.4646162192615	0	22942.3363832695	1043.30770274077	225323.164560924	5425.200054252	521.653851370385	0	50652.5889680643	0	14.5	104.375	118.875
"China_Galinas_PWC_D1"	7.38029166912676	14.7605833382535	0	0	88.5635000295211	19602.0546732007	29.5211666765071	0	118.084666706028	3402.31445946744	44.2817500147606	0	21720.1983822401	494.479541831493	214308.909488103	4656.96404321899	73.8029166912677	14.7605833382535	19720.1393399067	0.000748502994011974	2.66666666666667	76.8333333333335	79.5000000000002
"China_Galinas_PWC_D2"	0	7.37615436815862	0	0	494.202342666627	40074.6466822058	7.37615436815862	0	1526.86395420884	10201.2214911634	258.165402885552	0	26893.4588263063	966.276222228779	161972.973770395	7420.41129436757	368.807718407931	7.37615436815862	40576.2251792406	0.000181785129976368	5.91428571428572	39.5142857142857	45.4285714285714
"Muzzi_CordA_D1"	8.49437247823317	16.9887449564663	0	8.49437247823317	2318.96368655766	8579.3162030155	50.966234869399	0	1291.14461669144	8638.77681036313	1826.29008282013	0	12231.8963686558	13174.7717137397	282115.09874708	492.673603737524	840.942875345083	16.9887449564663	10949.2461244426	0.00155159038013964	0.706976744186046	4.73023255813953	5.43720930232558
"Muzzi_CordA_D2"	53.7504367222984	40.3128275417238	0	0	960.789056411083	32404.7945389557	73.9068504931603	0	5993.17369453627	15083.716305195	2747.9910774275	0	11462.2806310301	3083.93130694187	217769.894380392	5986.45488994598	1303.44809051574	40.3128275417238	33439.4904458599	0.00120554550934298	2.18092909535452	5.48899755501222	7.66992665036675
"Muzzi_CordB_D1"	0	0	0	0	1423.15409841862	9254.92137294593	8.83946644980509	0	2740.23459943958	7937.84087192498	662.959983735382	0	18032.5115576024	1927.00368605751	218051.958383792	2828.62926393763	371.257590891814	0	10686.9149378144	0	4.13333333333333	11.9733333333333	16.1066666666667
"Muzzi_CordB_D2"	34.4815696010482	13.7926278404193	6.89631392020965	13.7926278404193	882.728181786835	23019.8958656598	55.1705113616771	0	9896.21047550084	14399.5034653977	1972.34578117995	0	15116.7201130995	3379.19382090273	177773.180235164	8647.9776559429	744.801903382642	20.6889417606289	23957.7945588083	0.000863557858376513	5.01748251748253	7.30069930069932	12.3181818181818
"Muzzi_CordC_D1"	0	0	0	0	3047.10013700141	9157.04769853393	0	0	480.292269656552	4086.42111396313	173.220162826953	0	16999.196888336	1094.43648331575	226493.236540006	3779.34900713352	503.913200951136	0	12204.1478355353	0	2.77272727272727	23.5909090909091	26.3636363636363
"Muzzi_CordC_D2"	0	0	0	0	1343.87411127878	17312.7022380384	30.0307063972912	15.0153531986456	16419.288722719	29933.1066015	3295.87002710271	0	16321.6889269278	2372.425805386	161294.924059851	5270.38897272462	818.336749326186	0	18686.6070557144	0	4.98177676537586	9.08200455580865	14.0637813211845
"Muzzi_PWA_D1"	0	0	7.69674812391764	0	169.328458726188	11121.801039061	0	0	2609.19761400808	13207.6197806427	1277.66018857033	0	14277.4677698672	1878.0065422359	190994.804695016	1908.79353473158	431.017894939388	7.69674812391764	11291.1294977872	0.000681663258350374	2.04216867469879	10.3373493975904	12.3795180722892
"Muzzi_PWA_D2"	0	0	0	0	40.0862656436651	21967.2735727286	8.01725312873303	0	1996.29602905453	7921.04609118823	561.207719011312	0	36462.4672294778	336.724631406788	234881.464912492	5363.5423431224	176.379568832127	0	22015.377091501	0	3.55714285714286	14.1142857142857	17.6714285714286
"Muzzi_PWB_D1"	6.10832503619183	12.2166500723837	0	0	513.099303040113	7995.7974723751	36.649950217151	6.10832503619183	274.874626628632	7036.79044169298	213.791376266714	0	13328.3652289705	1356.04815803458	224444.295129832	2449.43833951293	360.391177135318	12.2166500723837	8545.54672563237	0.00142959256611866	1.28571428571428	32.9142857142856	34.1999999999999
"Muzzi_PWB_D2"	0	0	0	0	843.70385994516	11600.9280742459	0	210.92596498629	3585.74140476693	14975.7435140266	3163.88947479435	0	38388.5256275048	421.85192997258	236448.006749631	2320.18561484919	421.85192997258	0	12444.6319341911	0	1.13333333333333	4.73333333333333	5.86666666666667
"Muzzi_PWC_D1"	0	0	0	0	140.357033203211	16605.9914908548	26.316943725602	0	1403.57033203211	15693.670775034	1622.87819641212	0	31089.0828545111	973.726917847274	180060.528970569	3114.17167419624	447.388043335234	0	16772.6654677837	0	0.864864864864865	9.67027027027027	10.5351351351351
"Muzzi_PWC_D2"	6.88056035283513	6.88056035283513	0	0	729.339397400524	13251.9592395605	227.058491643559	0	4183.38069452376	15233.560621177	2401.31556313946	0	36597.7005167301	612.369871402327	251339.989128715	6495.24897307636	454.116983287119	6.88056035283513	14208.3571286046	0.000484261501210653	1.74212034383954	6.34383954154728	8.08595988538682
